TransactionID,Date,CustomerID,Amount,Category,PaymentMode,MerchantID,BranchID,Notes,Status,Location,DeviceID,Campaign,TaxAmount,DiscountAmount,is_refund,neg_non_refund,is_outlier
T105104,2025-04-08 13:04:00,C1667,2641.38,Food,UPI,M934,B3,Discount applied,Completed,Chennai,D5687,New Launch,276.81,244.29,False,False,False
T105108,2025-04-08 13:08:00,C2642,4754.33,Food,NetBanking,M351,B19,,Completed,Delhi,D9548,No Campaign,350.23,288.57,False,False,False
T105110,2025-04-08 13:10:00,C1136,2867.89,Health,Card,M832,B33,Discount applied,Completed,Delhi,D2862,Festive Offer,97.55,14.35,False,False,False
T105114,2025-04-08 13:14:00,C2475,4104.51,Clothing,NetBanking,M277,B28,,Completed,Kolkata,D2874,New Launch,402.67,187.09,False,False,False
T105118,2025-04-08 13:18:00,C1818,125.83,Groceries,Card,M357,B4,Promo applied,Completed,Kolkata,D4010,No Campaign,226.63,226.52,False,False,False
T105120,2025-04-08 13:20:00,C2106,1129.66,Clothing,NetBanking,M392,B3,,Completed,Mumbai,D1650,Festive Offer,444.12,68.8,False,False,False
T105123,2025-04-08 13:23:00,C3671,2494.89,Health,Card,M434,B15,Promo applied,Completed,Chennai,D7419,Summer Sale,364.18,42.36,False,False,False
T105136,2025-04-08 13:36:00,C4800,419.65,Groceries,Card,M362,B24,Discount applied,Completed,Bangalore,D1685,New Launch,93.71,23.79,False,False,False
T105138,2025-04-08 13:38:00,C3998,4220.76,Entertainment,Cash,M489,B3,,Completed,Kolkata,D2991,New Launch,392.89,262.76,False,False,False
T105140,2025-04-08 13:40:00,C3222,206.48,Clothing,NetBanking,M617,B37,,Completed,Mumbai,D1809,No Campaign,371.88,274.92,False,False,False
T105148,2025-04-08 13:48:00,C4607,2387.51,Clothing,Cash,M571,B8,,Completed,Mumbai,D5485,No Campaign,321.02,115.74,False,False,False
T105150,2025-04-08 13:50:00,C1522,4778.1,Food,UPI,M878,B44,,Completed,Kolkata,D6056,No Campaign,3.9,128.24,False,False,False
T105155,2025-04-08 13:55:00,C2629,4690.32,Groceries,UPI,M496,B17,Discount applied,Completed,Delhi,D5472,Summer Sale,358.36,34.69,False,False,False
T105159,2025-04-08 13:59:00,C4026,2463.67,Food,NetBanking,M379,B30,,Completed,Kolkata,D2468,New Launch,296.32,254.29,False,False,False
T105160,2025-04-08 14:00:00,C2746,862.73,Groceries,Cash,M277,B30,,Completed,Mumbai,D8293,Summer Sale,4.28,272.09,False,False,False
T105162,2025-04-08 14:02:00,C2316,1848.08,Health,Cash,M827,B40,,Completed,Chennai,D1988,Festive Offer,407.94,236.46,False,False,False
T105165,2025-04-08 14:05:00,C2124,2717.51,Health,UPI,M991,B30,Promo applied,Completed,Chennai,D1172,New Launch,360.32,69.17,False,False,False
T105166,2025-04-08 14:06:00,C2525,718.23,Groceries,Card,M475,B41,,Completed,Bangalore,D4041,New Launch,381.7,253.81,False,False,False
T105168,2025-04-08 14:08:00,C3918,4415.91,Electronics,NetBanking,M282,B24,,Completed,Chennai,D5297,Summer Sale,153.52,226.66,False,False,False
T105172,2025-04-08 14:12:00,C2378,925.87,Health,UPI,M332,B22,,Completed,Bangalore,D4625,New Launch,308.52,47.73,False,False,False
T105175,2025-04-08 14:15:00,C2681,1206.36,Groceries,Cash,M927,B19,,Completed,Kolkata,D8371,Summer Sale,390.79,44.31,False,False,False
T105177,2025-04-08 14:17:00,C2997,4908.2,Entertainment,Cash,M885,B30,Discount applied,Completed,Bangalore,D4288,New Launch,435.43,229.17,False,False,False
T105178,2025-04-08 14:18:00,C1226,1466.41,Health,Card,M721,B19,Discount applied,Completed,Kolkata,D9346,New Launch,344.65,291.49,False,False,False
T105188,2025-04-08 14:28:00,C3078,2230.81,Electronics,UPI,M789,B2,Discount applied,Completed,Kolkata,D5641,New Launch,236.01,203.77,False,False,False
T105189,2025-04-08 14:29:00,C3945,3771.81,Health,Cash,M964,B37,Promo applied,Completed,Bangalore,D2800,Summer Sale,71.39,104.95,False,False,False
T105191,2025-04-08 14:31:00,C1648,142.74,Health,UPI,M205,B3,,Completed,Kolkata,D6756,No Campaign,444.93,24.56,False,False,False
T105192,2025-04-08 14:32:00,C1328,901.82,Entertainment,Cash,M892,B10,Discount applied,Completed,Chennai,D7445,New Launch,101.28,201.68,False,False,False
T105199,2025-04-08 14:39:00,C4171,3019.31,Clothing,Card,M932,B14,,Completed,Delhi,D2203,Festive Offer,119.8,257.75,False,False,False
T105202,2025-04-08 14:42:00,C2196,741.03,Health,Card,M386,B17,Discount applied,Completed,Mumbai,D1428,Summer Sale,75.63,19.79,False,False,False
T105214,2025-04-08 14:54:00,C1939,2467.72,Clothing,NetBanking,M491,B3,Promo applied,Completed,Mumbai,D7523,New Launch,132.04,149.5,False,False,False
T105216,2025-04-08 14:56:00,C1539,1508.16,Groceries,Card,M509,B1,Promo applied,Completed,Chennai,D4905,New Launch,157.85,269.26,False,False,False
T105219,2025-04-08 14:59:00,C2461,2810.65,Food,Cash,M513,B29,,Completed,Delhi,D4767,Festive Offer,274.04,180.89,False,False,False
T105226,2025-04-08 15:06:00,C2548,4054.33,Health,NetBanking,M671,B25,,Completed,Delhi,D3011,Festive Offer,469.1,290.46,False,False,False
T105228,2025-04-08 15:08:00,C3096,1364.72,Groceries,Card,M998,B10,,Completed,Delhi,D2196,No Campaign,301.07,114.1,False,False,False
T105230,2025-04-08 15:10:00,C3101,3632.81,Health,Cash,M771,B42,,Completed,Delhi,D4569,No Campaign,200.07,6.82,False,False,False
T105244,2025-04-08 15:24:00,C4920,3870.69,Clothing,NetBanking,M590,B24,Promo applied,Completed,Mumbai,D8340,New Launch,288.71,132.24,False,False,False
T105251,2025-04-08 15:31:00,C3158,1198.21,Groceries,Card,M161,B49,Promo applied,Completed,Mumbai,D3958,Summer Sale,153.24,243.11,False,False,False
T105253,2025-04-08 15:33:00,C3064,340.76,Health,Card,M932,B35,,Completed,Chennai,D3114,No Campaign,268.28,245.38,False,False,False
T105261,2025-04-08 15:41:00,C1739,1717.3,Electronics,Card,M306,B16,Promo applied,Completed,Delhi,D5655,Summer Sale,441.19,35.61,False,False,False
T105263,2025-04-08 15:43:00,C4259,3709.88,Entertainment,Card,M746,B41,,Completed,Delhi,D3161,New Launch,276.56,169.62,False,False,False
T105268,2025-04-08 15:48:00,C1118,4515.54,Clothing,NetBanking,M543,B30,Promo applied,Completed,Kolkata,D8759,Summer Sale,44.55,14.99,False,False,False
T105270,2025-04-08 15:50:00,C3831,2470.1,Entertainment,UPI,M182,B26,Promo applied,Completed,Bangalore,D6856,No Campaign,241.43,134.91,False,False,False
T105271,2025-04-08 15:51:00,C4758,4827.63,Clothing,UPI,M627,B24,Promo applied,Completed,Kolkata,D7681,No Campaign,336.02,192.92,False,False,False
T105272,2025-04-08 15:52:00,C3512,2738.31,Clothing,NetBanking,M704,B9,,Completed,Mumbai,D7209,No Campaign,398.15,181.36,False,False,False
T105275,2025-04-08 15:55:00,C3745,2723.29,Groceries,Cash,M746,B29,Discount applied,Completed,Delhi,D2357,No Campaign,39.69,3.34,False,False,False
T105278,2025-04-08 15:58:00,C4573,3026.79,Health,Card,M510,B12,Discount applied,Completed,Mumbai,D1556,Summer Sale,445.3,82.83,False,False,False
T105282,2025-04-08 16:02:00,C3222,2064.01,Health,UPI,M171,B36,Discount applied,Completed,Kolkata,D1463,New Launch,371.18,93.67,False,False,False
T105286,2025-04-08 16:06:00,C2444,3957.14,Food,NetBanking,M855,B9,Promo applied,Completed,Mumbai,D4670,Festive Offer,428.7,49.85,False,False,False
T105294,2025-04-08 16:14:00,C3566,4558.68,Clothing,NetBanking,M431,B43,Discount applied,Completed,Chennai,D8194,New Launch,495.2,209.88,False,False,False
T105299,2025-04-08 16:19:00,C2551,4470.75,Electronics,UPI,M491,B28,,Completed,Chennai,D6120,No Campaign,337.0,234.23,False,False,False
T105307,2025-04-08 16:27:00,C3670,1921.94,Food,Card,M853,B28,,Completed,Chennai,D4204,New Launch,353.77,46.13,False,False,False
T105308,2025-04-08 16:28:00,C1306,1608.22,Groceries,Card,M664,B7,,Completed,Chennai,D8666,No Campaign,258.47,182.04,False,False,False
T105309,2025-04-08 16:29:00,C1456,4958.45,Electronics,NetBanking,M411,B33,Discount applied,Completed,Delhi,D8296,Summer Sale,421.46,91.28,False,False,False
T105313,2025-04-08 16:33:00,C1224,3852.16,Clothing,NetBanking,M292,B34,,Completed,Chennai,D7615,No Campaign,38.67,281.43,False,False,False
T105314,2025-04-08 16:34:00,C4030,3762.84,Health,Card,M790,B8,,Completed,Mumbai,D5753,Festive Offer,89.62,189.48,False,False,False
T105328,2025-04-08 16:48:00,C2249,1438.36,Clothing,Cash,M459,B2,,Completed,Delhi,D3162,Summer Sale,477.65,79.8,False,False,False
T105332,2025-04-08 16:52:00,C2147,3291.54,Food,NetBanking,M644,B3,,Completed,Delhi,D3241,Festive Offer,266.34,90.53,False,False,False
T105333,2025-04-08 16:53:00,C3518,4109.3,Health,UPI,M510,B11,Promo applied,Completed,Kolkata,D7272,No Campaign,82.54,78.61,False,False,False
T105335,2025-04-08 16:55:00,C1515,3911.93,Entertainment,Card,M808,B8,Discount applied,Completed,Bangalore,D1829,Festive Offer,299.3,209.45,False,False,False
T105337,2025-04-08 16:57:00,C2127,408.44,Clothing,UPI,M162,B19,Discount applied,Completed,Bangalore,D6097,New Launch,38.0,57.1,False,False,False
T105340,2025-04-08 17:00:00,C4716,2507.14,Food,NetBanking,M310,B8,,Completed,Chennai,D4556,No Campaign,6.23,289.03,False,False,False
T105341,2025-04-08 17:01:00,C2847,1979.96,Health,NetBanking,M713,B7,,Completed,Chennai,D3267,Festive Offer,202.61,61.26,False,False,False
T105345,2025-04-08 17:05:00,C4402,1680.38,Health,NetBanking,M341,B27,,Completed,Kolkata,D6025,New Launch,355.65,180.23,False,False,False
T105347,2025-04-08 17:07:00,C4871,3250.34,Electronics,Cash,M758,B26,Promo applied,Completed,Chennai,D9555,Summer Sale,150.13,145.72,False,False,False
T105349,2025-04-08 17:09:00,C1277,4147.87,Health,NetBanking,M359,B37,Discount applied,Completed,Bangalore,D6280,Summer Sale,481.08,227.24,False,False,False
T105350,2025-04-08 17:10:00,C1232,4375.01,Electronics,Cash,M119,B12,Promo applied,Completed,Chennai,D4289,Festive Offer,103.85,277.23,False,False,False
T105354,2025-04-08 17:14:00,C4563,557.8,Food,Card,M797,B43,,Completed,Bangalore,D5967,Festive Offer,266.79,217.79,False,False,False
T105359,2025-04-08 17:19:00,C4096,983.81,Health,Card,M265,B48,,Completed,Bangalore,D4882,Festive Offer,435.44,15.39,False,False,False
T105367,2025-04-08 17:27:00,C3503,3925.89,Health,UPI,M763,B32,,Completed,Chennai,D2771,No Campaign,220.61,258.77,False,False,False
T105368,2025-04-08 17:28:00,C4431,1207.13,Clothing,UPI,M882,B49,,Completed,Chennai,D4773,No Campaign,195.92,114.36,False,False,False
T105380,2025-04-08 17:40:00,C1215,986.12,Health,UPI,M533,B47,,Completed,Mumbai,D3268,No Campaign,45.41,281.28,False,False,False
T105382,2025-04-08 17:42:00,C2723,4052.66,Entertainment,Cash,M291,B13,,Completed,Delhi,D5320,No Campaign,51.11,181.57,False,False,False
T105383,2025-04-08 17:43:00,C2592,4408.54,Groceries,UPI,M526,B41,Promo applied,Completed,Bangalore,D1739,New Launch,291.07,113.13,False,False,False
T105395,2025-04-08 17:55:00,C3408,387.0,Entertainment,NetBanking,M681,B34,,Completed,Delhi,D6993,New Launch,285.03,203.89,False,False,False
T105396,2025-04-08 17:56:00,C3506,3109.95,Food,Card,M935,B7,Discount applied,Completed,Delhi,D7033,Summer Sale,254.68,17.75,False,False,False
T105397,2025-04-08 17:57:00,C3295,1246.05,Electronics,Cash,M319,B6,Discount applied,Completed,Delhi,D4309,Festive Offer,444.71,218.41,False,False,False
T105400,2025-04-08 18:00:00,C3993,4216.92,Food,Cash,M696,B21,Discount applied,Completed,Bangalore,D3400,Summer Sale,328.03,7.23,False,False,False
T105403,2025-04-08 18:03:00,C4809,1182.95,Entertainment,UPI,M809,B25,,Completed,Bangalore,D3840,No Campaign,164.11,228.89,False,False,False
T105406,2025-04-08 18:06:00,C4644,667.31,Food,Card,M884,B7,Discount applied,Completed,Mumbai,D9691,No Campaign,311.5,162.18,False,False,False
T105408,2025-04-08 18:08:00,C3324,1029.28,Clothing,Cash,M880,B24,Discount applied,Completed,Chennai,D6991,Summer Sale,400.92,272.68,False,False,False
T105411,2025-04-08 18:11:00,C4461,1786.13,Food,Card,M235,B26,Discount applied,Completed,Chennai,D1959,No Campaign,14.64,57.14,False,False,False
T105417,2025-04-08 18:17:00,C4661,4206.21,Food,Cash,M926,B47,Discount applied,Completed,Mumbai,D1393,New Launch,253.22,139.73,False,False,False
T105418,2025-04-08 18:18:00,C3761,3901.76,Food,Cash,M112,B33,Promo applied,Completed,Kolkata,D7943,No Campaign,213.53,110.73,False,False,False
T105428,2025-04-08 18:28:00,C4499,3965.76,Health,Cash,M631,B46,Promo applied,Completed,Bangalore,D9811,Festive Offer,36.05,195.66,False,False,False
T105430,2025-04-08 18:30:00,C4306,3451.88,Groceries,NetBanking,M217,B46,Discount applied,Completed,Mumbai,D3748,Summer Sale,487.41,227.44,False,False,False
T105449,2025-04-08 18:49:00,C3743,2755.1,Health,UPI,M905,B37,,Completed,Mumbai,D4320,Summer Sale,131.52,251.0,False,False,False
T105450,2025-04-08 18:50:00,C2855,1937.55,Electronics,Cash,M865,B23,Promo applied,Completed,Mumbai,D6584,Festive Offer,296.6,273.09,False,False,False
T105458,2025-04-08 18:58:00,C2624,1916.76,Clothing,Card,M515,B33,,Completed,Mumbai,D9676,Festive Offer,135.45,238.09,False,False,False
T105464,2025-04-08 19:04:00,C1885,2738.11,Health,Card,M713,B40,,Completed,Bangalore,D9750,No Campaign,459.8,153.86,False,False,False
T105474,2025-04-08 19:14:00,C4425,913.06,Health,UPI,M417,B17,,Completed,Chennai,D5603,No Campaign,32.28,2.92,False,False,False
T105479,2025-04-08 19:19:00,C3895,2113.27,Health,Cash,M224,B10,,Completed,Chennai,D3605,Summer Sale,316.16,25.21,False,False,False
T105481,2025-04-08 19:21:00,C1929,3972.96,Electronics,Cash,M660,B45,Discount applied,Completed,Chennai,D7007,No Campaign,201.26,161.44,False,False,False
T105482,2025-04-08 19:22:00,C2270,3092.46,Groceries,UPI,M177,B8,,Completed,Mumbai,D4224,No Campaign,164.13,199.64,False,False,False
T105496,2025-04-08 19:36:00,C1186,4913.22,Entertainment,NetBanking,M767,B26,Promo applied,Completed,Kolkata,D5769,New Launch,193.78,95.95,False,False,False
T105507,2025-04-08 19:47:00,C4619,4028.11,Food,Cash,M278,B12,Promo applied,Completed,Bangalore,D7800,Summer Sale,188.18,165.05,False,False,False
T105509,2025-04-08 19:49:00,C4583,1380.33,Clothing,UPI,M669,B33,,Completed,Delhi,D9207,No Campaign,435.5,271.4,False,False,False
T105512,2025-04-08 19:52:00,C3218,4928.57,Electronics,Card,M525,B48,,Completed,Kolkata,D5666,New Launch,200.66,219.79,False,False,False
T105517,2025-04-08 19:57:00,C3369,201.2,Electronics,UPI,M970,B18,Promo applied,Completed,Bangalore,D1908,Summer Sale,215.35,169.47,False,False,False
T105518,2025-04-08 19:58:00,C4638,1465.68,Electronics,Cash,M580,B49,,Completed,Bangalore,D7193,Summer Sale,280.76,169.48,False,False,False
T105519,2025-04-08 19:59:00,C3503,4547.59,Electronics,NetBanking,M517,B14,Discount applied,Completed,Mumbai,D6433,No Campaign,421.7,270.61,False,False,False
T105521,2025-04-08 20:01:00,C2626,4803.61,Clothing,UPI,M371,B2,,Completed,Chennai,D4862,Festive Offer,50.61,96.0,False,False,False
T105525,2025-04-08 20:05:00,C3936,3884.2,Groceries,NetBanking,M789,B17,,Completed,Bangalore,D7380,Festive Offer,388.97,133.52,False,False,False
T105543,2025-04-08 20:23:00,C3652,1366.18,Health,NetBanking,M252,B28,Promo applied,Completed,Delhi,D7809,New Launch,408.14,187.73,False,False,False
T105545,2025-04-08 20:25:00,C4824,101.19,Groceries,UPI,M718,B47,Discount applied,Completed,Chennai,D4926,Festive Offer,192.96,116.79,False,False,False
T105548,2025-04-08 20:28:00,C3451,3099.47,Groceries,NetBanking,M283,B1,,Completed,Mumbai,D3633,New Launch,241.8,69.43,False,False,False
T105551,2025-04-08 20:31:00,C4746,3236.75,Clothing,Card,M750,B45,,Completed,Mumbai,D5731,Festive Offer,124.09,252.08,False,False,False
T105553,2025-04-08 20:33:00,C4696,1393.84,Groceries,Card,M350,B11,Promo applied,Completed,Chennai,D2798,Summer Sale,76.03,3.24,False,False,False
T105557,2025-04-08 20:37:00,C3765,1882.0,Entertainment,UPI,M134,B24,Promo applied,Completed,Kolkata,D3590,Summer Sale,381.22,93.91,False,False,False
T105558,2025-04-08 20:38:00,C4088,2543.71,Clothing,NetBanking,M916,B23,,Completed,Kolkata,D3882,No Campaign,424.51,150.65,False,False,False
T105559,2025-04-08 20:39:00,C1273,3661.18,Entertainment,Cash,M989,B33,Discount applied,Completed,Delhi,D7708,No Campaign,341.49,146.58,False,False,False
T105561,2025-04-08 20:41:00,C1115,4913.82,Health,Card,M349,B23,Promo applied,Completed,Mumbai,D4731,New Launch,489.44,125.66,False,False,False
T105568,2025-04-08 20:48:00,C4008,3840.92,Electronics,Cash,M329,B40,,Completed,Kolkata,D9177,Festive Offer,381.4,64.86,False,False,False
T105582,2025-04-08 21:02:00,C2924,3017.6,Food,UPI,M534,B31,Promo applied,Completed,Chennai,D8152,New Launch,240.44,241.38,False,False,False
T105585,2025-04-08 21:05:00,C2424,3932.57,Clothing,UPI,M477,B15,Promo applied,Completed,Delhi,D1766,No Campaign,75.73,168.29,False,False,False
T105588,2025-04-08 21:08:00,C4063,1340.65,Entertainment,UPI,M103,B44,,Completed,Chennai,D7054,No Campaign,248.56,181.27,False,False,False
T105592,2025-04-08 21:12:00,C2603,4936.6,Health,NetBanking,M338,B8,,Completed,Delhi,D5125,Summer Sale,168.68,184.99,False,False,False
T105594,2025-04-08 21:14:00,C4327,2876.46,Food,Cash,M580,B17,Discount applied,Completed,Bangalore,D7565,No Campaign,343.12,202.39,False,False,False
T105595,2025-04-08 21:15:00,C1650,4217.61,Electronics,UPI,M882,B46,Discount applied,Completed,Kolkata,D2377,New Launch,343.69,209.26,False,False,False
T105601,2025-04-08 21:21:00,C3329,1071.94,Electronics,NetBanking,M150,B20,,Completed,Chennai,D4260,Festive Offer,13.6,198.63,False,False,False
T105604,2025-04-08 21:24:00,C2132,317.84,Electronics,UPI,M710,B11,,Completed,Bangalore,D1435,Festive Offer,447.37,271.06,False,False,False
T105611,2025-04-08 21:31:00,C1551,2023.23,Groceries,Cash,M388,B29,Promo applied,Completed,Kolkata,D3224,Summer Sale,488.62,179.04,False,False,False
T105614,2025-04-08 21:34:00,C1461,3425.41,Entertainment,Cash,M503,B19,,Completed,Kolkata,D6757,Festive Offer,270.01,172.01,False,False,False
T105627,2025-04-08 21:47:00,C4218,1684.81,Food,NetBanking,M618,B19,,Completed,Bangalore,D2202,No Campaign,428.93,195.04,False,False,False
T105634,2025-04-08 21:54:00,C1474,860.88,Health,NetBanking,M885,B4,,Completed,Chennai,D9526,New Launch,495.08,262.27,False,False,False
T105636,2025-04-08 21:56:00,C2913,3581.76,Health,Card,M444,B16,Promo applied,Completed,Kolkata,D8547,Summer Sale,125.09,116.39,False,False,False
T105637,2025-04-08 21:57:00,C1270,866.33,Food,NetBanking,M511,B41,Promo applied,Completed,Kolkata,D6702,Summer Sale,328.52,33.51,False,False,False
T105638,2025-04-08 21:58:00,C3468,567.44,Health,Cash,M380,B23,,Completed,Bangalore,D7384,Summer Sale,109.28,13.37,False,False,False
T105639,2025-04-08 21:59:00,C2920,771.36,Electronics,Cash,M705,B18,Promo applied,Completed,Delhi,D5052,No Campaign,441.12,13.23,False,False,False
T105644,2025-04-08 22:04:00,C1039,2693.58,Groceries,NetBanking,M559,B46,Promo applied,Completed,Bangalore,D1807,New Launch,370.68,31.22,False,False,False
T105650,2025-04-08 22:10:00,C4607,692.6,Health,Card,M797,B41,Discount applied,Completed,Bangalore,D9686,New Launch,273.3,285.44,False,False,False
T105652,2025-04-08 22:12:00,C4075,3466.01,Groceries,Cash,M604,B17,,Completed,Chennai,D5679,New Launch,387.23,247.57,False,False,False
T105661,2025-04-08 22:21:00,C3924,1581.3,Health,Cash,M930,B18,Promo applied,Completed,Chennai,D1496,No Campaign,156.84,24.09,False,False,False
T105664,2025-04-08 22:24:00,C1253,4192.48,Food,Cash,M506,B21,Promo applied,Completed,Bangalore,D3127,No Campaign,261.08,218.18,False,False,False
T105665,2025-04-08 22:25:00,C1180,4998.49,Groceries,Card,M513,B34,,Completed,Delhi,D4432,New Launch,298.2,83.21,False,False,False
T105666,2025-04-08 22:26:00,C4901,1618.79,Clothing,Cash,M737,B46,Promo applied,Completed,Kolkata,D1073,Festive Offer,31.02,96.17,False,False,False
T105668,2025-04-08 22:28:00,C1824,4366.2,Health,Card,M444,B15,Discount applied,Completed,Delhi,D5197,Summer Sale,151.94,180.5,False,False,False
T105673,2025-04-08 22:33:00,C2349,3127.73,Health,UPI,M967,B23,Promo applied,Completed,Chennai,D8475,Summer Sale,187.36,267.48,False,False,False
T105675,2025-04-08 22:35:00,C4896,3708.19,Groceries,Card,M628,B40,Discount applied,Completed,Mumbai,D1098,Festive Offer,238.15,101.58,False,False,False
T105681,2025-04-08 22:41:00,C4156,4318.15,Clothing,Card,M454,B6,,Completed,Mumbai,D7015,No Campaign,163.07,149.33,False,False,False
T105684,2025-04-08 22:44:00,C2538,38.06,Entertainment,NetBanking,M748,B49,,Completed,Bangalore,D5209,Festive Offer,494.45,164.46,False,False,False
T105686,2025-04-08 22:46:00,C2714,390.61,Clothing,Card,M125,B15,Discount applied,Completed,Chennai,D7041,No Campaign,384.75,92.66,False,False,False
T105688,2025-04-08 22:48:00,C2838,1921.34,Clothing,NetBanking,M578,B45,Discount applied,Completed,Mumbai,D6616,Festive Offer,458.43,80.38,False,False,False
T105689,2025-04-08 22:49:00,C2987,1699.08,Clothing,Card,M959,B34,,Completed,Delhi,D4154,Summer Sale,166.48,104.62,False,False,False
T105691,2025-04-08 22:51:00,C4109,4412.35,Groceries,Cash,M463,B10,Discount applied,Completed,Kolkata,D4413,New Launch,304.87,205.12,False,False,False
T105693,2025-04-08 22:53:00,C1419,3984.35,Health,NetBanking,M977,B39,Discount applied,Completed,Kolkata,D9941,No Campaign,160.82,64.32,False,False,False
T105694,2025-04-08 22:54:00,C3798,1864.03,Entertainment,Cash,M954,B30,,Completed,Kolkata,D3581,No Campaign,10.55,219.68,False,False,False
T105700,2025-04-08 23:00:00,C1305,4191.21,Groceries,NetBanking,M104,B19,Discount applied,Completed,Bangalore,D2305,No Campaign,92.52,158.28,False,False,False
T105704,2025-04-08 23:04:00,C3584,4726.51,Health,Card,M523,B45,,Completed,Bangalore,D8414,Summer Sale,408.51,170.59,False,False,False
T105705,2025-04-08 23:05:00,C2135,3677.84,Groceries,NetBanking,M513,B23,,Completed,Bangalore,D2764,Summer Sale,147.4,185.96,False,False,False
T105710,2025-04-08 23:10:00,C1495,774.07,Entertainment,Card,M768,B20,,Completed,Bangalore,D3150,Summer Sale,222.0,108.23,False,False,False
T105717,2025-04-08 23:17:00,C3551,357.42,Entertainment,Cash,M339,B45,,Completed,Kolkata,D1532,No Campaign,315.9,23.7,False,False,False
T105718,2025-04-08 23:18:00,C2045,2959.23,Groceries,Card,M122,B1,Promo applied,Completed,Kolkata,D5602,No Campaign,68.27,274.14,False,False,False
T105721,2025-04-08 23:21:00,C3708,4015.76,Groceries,Cash,M504,B29,Discount applied,Completed,Chennai,D1853,Summer Sale,476.2,29.04,False,False,False
T105722,2025-04-08 23:22:00,C2991,2724.44,Clothing,Cash,M281,B43,Promo applied,Completed,Delhi,D2468,New Launch,274.76,110.03,False,False,False
T105723,2025-04-08 23:23:00,C3800,756.52,Electronics,Card,M530,B40,Discount applied,Completed,Kolkata,D1519,No Campaign,263.07,245.04,False,False,False
T105729,2025-04-08 23:29:00,C3079,1493.89,Electronics,UPI,M814,B38,Discount applied,Completed,Kolkata,D2805,Festive Offer,446.69,203.74,False,False,False
T105734,2025-04-08 23:34:00,C1520,961.06,Electronics,Cash,M236,B45,,Completed,Kolkata,D5449,New Launch,186.43,224.21,False,False,False
T105736,2025-04-08 23:36:00,C4722,690.5,Electronics,Card,M197,B37,,Completed,Delhi,D6161,Summer Sale,430.96,268.99,False,False,False
T105737,2025-04-08 23:37:00,C4551,1667.92,Health,Card,M773,B39,,Completed,Delhi,D7534,Festive Offer,38.46,294.75,False,False,False
T105738,2025-04-08 23:38:00,C1009,1409.5,Clothing,UPI,M773,B18,Discount applied,Completed,Chennai,D3107,No Campaign,118.63,88.78,False,False,False
T105742,2025-04-08 23:42:00,C4907,3624.86,Food,Cash,M137,B36,Promo applied,Completed,Mumbai,D2809,Summer Sale,219.47,134.63,False,False,False
T105743,2025-04-08 23:43:00,C2583,3477.14,Entertainment,NetBanking,M536,B4,Promo applied,Completed,Chennai,D2862,New Launch,355.81,206.54,False,False,False
T105746,2025-04-08 23:46:00,C1152,1488.22,Entertainment,Card,M444,B39,,Completed,Chennai,D6437,Summer Sale,169.38,244.42,False,False,False
T105751,2025-04-08 23:51:00,C3800,2678.56,Electronics,Cash,M419,B46,,Completed,Bangalore,D6366,Summer Sale,337.91,268.2,False,False,False
T105753,2025-04-08 23:53:00,C2214,3882.74,Electronics,NetBanking,M148,B25,Discount applied,Completed,Mumbai,D1063,Festive Offer,385.47,233.53,False,False,False
T105754,2025-04-08 23:54:00,C2752,1568.48,Entertainment,NetBanking,M851,B30,,Completed,Mumbai,D4736,Festive Offer,172.91,182.88,False,False,False
T105756,2025-04-08 23:56:00,C4875,4915.12,Entertainment,NetBanking,M741,B2,,Completed,Kolkata,D2691,New Launch,109.21,52.59,False,False,False
T105758,2025-04-08 23:58:00,C3536,577.03,Groceries,NetBanking,M874,B13,,Completed,Delhi,D8640,New Launch,273.62,212.24,False,False,False
T105768,2025-05-08 00:08:00,C4072,1069.48,Entertainment,UPI,M218,B14,,Completed,Chennai,D3435,New Launch,152.31,26.25,False,False,False
T105775,2025-05-08 00:15:00,C3360,4923.88,Clothing,NetBanking,M558,B31,Discount applied,Completed,Delhi,D4035,New Launch,139.32,143.82,False,False,False
T105778,2025-05-08 00:18:00,C1762,3549.24,Health,Cash,M978,B5,,Completed,Kolkata,D6609,New Launch,380.62,169.92,False,False,False
T105783,2025-05-08 00:23:00,C1581,4800.91,Clothing,Card,M104,B1,Discount applied,Completed,Mumbai,D8542,Summer Sale,4.5,237.5,False,False,False
T105785,2025-05-08 00:25:00,C2363,4018.57,Entertainment,Cash,M452,B23,Discount applied,Completed,Bangalore,D8622,No Campaign,318.48,243.9,False,False,False
T105788,2025-05-08 00:28:00,C2538,852.72,Entertainment,UPI,M857,B6,Promo applied,Completed,Kolkata,D6203,Summer Sale,472.57,38.02,False,False,False
T105789,2025-05-08 00:29:00,C4408,4913.45,Groceries,NetBanking,M688,B19,,Completed,Chennai,D2765,Summer Sale,429.31,82.34,False,False,False
T105790,2025-05-08 00:30:00,C4646,2470.99,Groceries,NetBanking,M324,B24,,Completed,Kolkata,D4699,Summer Sale,89.13,295.36,False,False,False
T105798,2025-05-08 00:38:00,C1064,4987.03,Entertainment,Cash,M454,B41,,Completed,Kolkata,D8094,Festive Offer,237.27,43.67,False,False,False
T105802,2025-05-08 00:42:00,C4854,1975.39,Entertainment,Cash,M806,B16,Discount applied,Completed,Kolkata,D3307,No Campaign,186.87,175.74,False,False,False
